Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA,IMDB_ID,Rating,Votes
Stepmom,"$35,435,611","2,503","$91,137,662",Dec 25,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3849553409/,50000000,Comedy Drama,PG-13,tt0120686,6.8,59727
Mousehunt,"$33,332,421","2,233","$61,917,389",Dec 19,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl2707785217/,38000000,Comedy,PG,tt0119715,6.5,50699
Bride of Chucky,"$32,305,400","2,467","$32,400,658",Oct 16,"Universal Pictures

",https://www.boxofficemojo.com/release/rl407471617/,25000000,Comedy Horror,R,tt0144120,5.4,51465
Grease1998 Re-release,"$28,411,018","2,064","$28,411,018",Mar 27,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2086110721/,6000000,Musical Romance,PG,tt0077631,7.2,234922
Jack Frost,"$27,986,763","2,152","$34,562,556",Dec 11,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2237302273/,85000000,Comedy Drama Family Fantasy,PG,tt0141109,5.4,32175
Paulie,"$26,875,268","1,812","$26,875,268",Apr 17,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl963151361/,23000000,Adventure Comedy Drama Family,PG,tt0125454,6.5,14110
Scream 2,"$25,468,712","2,688","$101,363,301",Dec 12,"Dimension Films

",https://www.boxofficemojo.com/release/rl3597633025/,24000000,Horror Mystery,R,tt0120082,6.2,154327
Amistad,"$23,593,109","1,019","$44,229,441",Dec 10,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl2168686081/,36000000,Biography Drama History,R,tt0118607,7.3,70049
The Avengers,"$23,384,939","2,466","$23,384,939",Aug 14,"Warner Bros.

",https://www.boxofficemojo.com/release/rl927303169/,60000000,Action Adventure Sci-Fi Thriller,PG-13,tt0118661,3.8,40481
Jackie Brown,"$22,101,951","1,642","$39,673,162",Dec 25,"Miramax

",https://www.boxofficemojo.com/release/rl4166682113/,12000000,Crime Drama Thriller,R,tt0119396,7.5,310655
Beloved,"$21,137,134","1,571","$22,852,487",Oct 16,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2990835201/,80000000,Drama History Horror,R,tt0120603,6.0,7011
Psycho,"$20,363,450","2,489","$21,485,655",Dec 4,"Universal Pictures

",https://www.boxofficemojo.com/release/rl359302657/,60000000,Horror Mystery Thriller,R,tt0155975,4.6,45290
Mighty Joe Young,"$20,028,356","2,559","$50,632,037",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1969063425/,90000000,Action Adventure Family Fantasy Thriller,PG,tt0120751,5.6,27313
Mafia!,"$19,889,299","1,944","$19,889,299",Jul 24,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2942338561/,10000000,Comedy Crime,PG-13,tt0120741,5.7,14389
Hard Rain,"$19,870,567","2,132","$19,870,567",Jan 16,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1582728705/,70000000,Action Crime Drama Thriller,R,tt0120696,5.9,31730
Vampires,"$18,475,242","1,793","$20,308,772",Oct 30,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl360285697/,20000000,Action Horror Thriller,R,tt0120877,6.2,52083
The Faculty,"$18,409,135","2,365","$40,283,321",Dec 25,"Miramax

",https://www.boxofficemojo.com/release/rl2572191233/,15000000,Horror Sci-Fi,R,tt0133751,6.5,109182
Babe: Pig in the City,"$15,768,180","2,387","$18,319,860",Nov 25,"Universal Pictures

",https://www.boxofficemojo.com/release/rl138774017/,90000000,Adventure Comedy Drama Family Fantasy,,tt0120595,5.7,31220
Twilight,"$15,055,091","1,354","$15,055,091",Mar 6,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl41321985/,37000000,Crime Drama Mystery Thriller,R,tt0119594,6.2,10279
Elizabeth,"$14,743,882",624,"$30,082,699",Nov 6,"Gramercy Pictures (I)

",https://www.boxofficemojo.com/release/rl1079084545/,30000000,Biography Drama History,R,tt0127536,7.4,91829
The Wizard of Oz1998 Re-release,"$14,690,446","1,882","$14,836,984",Nov 6,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3699082753/,2777000,Adventure Family Fantasy Musical,PG,tt0032138,8.0,367059
Soldier,"$14,594,226","2,507","$14,594,226",Oct 23,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1718650369/,60000000,Action Drama Sci-Fi,R,tt0120157,6.0,51116
An American Werewolf in Paris,"$12,703,144","1,731","$26,570,463",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2591589889/,25000000,Comedy Fantasy Horror Thriller,R,tt0118604,5.1,22924
Holy Man,"$12,069,719","2,013","$12,069,719",Oct 9,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3998844417/,60000000,Comedy Drama,PG,tt0120701,4.9,18861
I'll Be Home for Christmas,"$12,025,266","1,776","$12,214,338",Nov 13,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3713631745/,30000000,Comedy Family,PG,tt0155753,5.5,8952
Sliding Doors,"$11,841,544",522,"$11,841,544",Apr 24,"Miramax

",https://www.boxofficemojo.com/release/rl3278996993/,6000000,Comedy Drama Fantasy Romance,,tt0120148,6.7,62471
Home Alone 3,"$11,646,438","2,261","$30,882,515",Dec 12,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3646522881/,32000000,Action Comedy Crime Family,PG,tt0119303,4.5,102964
For Richer or Poorer,"$11,452,887","1,954","$31,642,995",Dec 12,"Universal Pictures

",https://www.boxofficemojo.com/release/rl980190721/,35000000,Comedy,PG-13,tt0119142,5.8,10018
Mr. Magoo,"$11,392,075","1,857","$21,437,192",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2154137089/,30000000,Adventure Comedy Family,PG,tt0119718,4.0,14128
The Full Monty,"$10,944,069",783,"$45,950,122",Aug 15,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl72713729/,3500000,Comedy Drama,R,tt0119164,7.2,97546
Fear and Loathing in Las Vegas,"$10,680,275","1,130","$10,680,275",May 22,"Universal Pictures

",https://www.boxofficemojo.com/release/rl257132033/,18500000,Adventure Comedy Drama,R,tt0120669,7.6,255976
Living Out Loud,"$10,529,980","1,087","$12,905,901",Oct 30,"New Line Cinema

",https://www.boxofficemojo.com/release/rl241272321/,20000000,Comedy Drama Romance,R,tt0120722,6.5,4494
Home Fries,"$10,050,162","1,925","$10,493,366",Nov 27,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3512305153/,35000000,Comedy Drama Romance,PG-13,tt0119304,5.1,7979
Very Bad Things,"$9,735,745","1,260","$9,898,412",Nov 27,"PolyGram

",https://www.boxofficemojo.com/release/rl1501136385/,30000000,Comedy Crime Thriller,R,tt0124198,6.4,44541
Ringmaster,"$8,610,206","1,320","$9,257,103",Nov 27,"Artisan Entertainment

",https://www.boxofficemojo.com/release/rl527205889/,20000000,Comedy,R,tt0165494,3.2,4805
Firestorm,"$8,165,212","2,057","$8,165,212",Jan 9,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2387838465/,19000000,Action Thriller,R,tt0120670,4.8,3654
The Postman,"$8,152,493","2,207","$17,626,234",Dec 25,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1533773313/,80000000,Action Adventure Drama Sci-Fi,R,tt0119925,6.1,67913
Deconstructing Harry,"$8,108,116",445,"$10,686,841",Dec 12,"Fine Line Features

",https://www.boxofficemojo.com/release/rl3746334209/,20000000,Comedy,R,tt0118954,7.4,41883
Shakespeare in Love,"$6,115,598","2,030","$100,317,794",Dec 11,"Miramax

",https://www.boxofficemojo.com/release/rl2188281345/,25000000,Comedy Drama History Romance,R,tt0138097,7.1,211512
American History X,"$5,868,346",513,"$6,719,864",Oct 30,"New Line Cinema

",https://www.boxofficemojo.com/release/rl3208873473/,20000000,Drama,R,tt0120586,8.5,1017967
Kundun,"$5,534,582",439,"$5,684,789",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3747382785/,28000000,Biography Drama History War,PG-13,tt0119485,7.0,25981
Suicide Kings,"$1,740,156",152,"$1,740,156",Apr 17,"Artisan Entertainment

",https://www.boxofficemojo.com/release/rl3027404289/,5000000,Comedy Crime Drama Mystery Thriller,R,tt0120241,6.9,25914
Gods and Monsters,"$1,630,638",149,"$6,451,628",Nov 6,"Lionsgate

",https://www.boxofficemojo.com/release/rl3109324289/,10000000,Biography Drama,R,tt0021884,7.8,63657
A Simple Plan,"$1,601,164",675,"$16,316,273",Dec 11,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3161556481/,30000000,Crime Drama Thriller,R,tt0120324,7.5,62363
The Red Violin,"$1,145,646",261,"$10,019,109",Nov 6,"Lionsgate

",https://www.boxofficemojo.com/release/rl1299023361/,18000000,Drama Music Mystery Romance,R,tt0120802,7.6,31366
Air Force One,"$1,076,392","2,981","$172,956,409",Jul 25,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2168489473/,85000000,Action Drama Thriller,R,tt0118571,6.5,177352
Lolita,"$1,071,255",1,"$1,071,255",Jul 24,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl1969325569/,62000000,Drama Romance,R,tt0119558,6.9,51288
Without Limits,"$777,423",110,"$777,423",Sep 11,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3464201729/,25000000,Biography Drama Sport,PG-13,tt0119934,7.2,6538
The Thin Red Line,"$644,802","1,657","$36,400,491",Dec 25,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1735689729/,52000000,Drama War,R,tt0120863,7.6,169892
Wide Awake,"$452,671",43,"$282,175",Mar 20,"Miramax

",https://www.boxofficemojo.com/release/rl1518044673/,6000000,Comedy Drama Family,PG,tt0120510,5.9,3830
Hurricane Streets,"$375,634",93,"$375,634",Feb 13,"United Artists

",https://www.boxofficemojo.com/release/rl3814229505/,500000,Crime Drama Romance,R,tt0119338,6.3,1139
Monument Ave.,"$333,760",24,"$333,760",Sep 25,"Lionsgate

",https://www.boxofficemojo.com/release/rl1801815553/,11000000,Crime Drama Thriller,R,tt0119802,6.7,1551
Hurlyburly,"$291,996",84,"$1,798,862",Dec 25,"Fine Line Features

",https://www.boxofficemojo.com/release/rl3780675073/,15000000,Comedy Drama,R,tt0119336,5.9,9723
Nil by Mouth,"$266,130",18,"$266,130",Feb 6,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1869055489/,9000000,Drama,R,tt0119792,7.3,8375
No Looking Back,"$222,099",23,"$222,099",Mar 27,"Gramercy Pictures (I)

",https://www.boxofficemojo.com/release/rl3077015041/,5000000,Comedy Drama Romance,R,tt0119560,6.0,1905
Welcome to Sarajevo,"$217,561",15,"$334,319",Nov 26,"Miramax

",https://www.boxofficemojo.com/release/rl2826470913/,9000000,Drama War,R,tt0120490,6.8,6843
I Married a Strange Person!,"$206,272",2,"$206,272",Aug 28,"Lionsgate

",https://www.boxofficemojo.com/release/rl1683719681/,250000,Animation Comedy Drama Fantasy Sci-Fi,R,tt0119346,7.0,1707
Ayn Rand: A Sense of Life,"$205,246",4,"$205,246",Feb 13,"Strand Releasing

",https://www.boxofficemojo.com/release/rl507872769/,1000000,Biography Documentary,,tt0118662,6.5,536
A Civil Action,"$155,596","2,319","$56,709,981",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3444278785/,75000000,Drama,PG-13,tt0120633,6.6,27130
Lawn Dogs,"$106,404",12,"$106,404",May 15,"Strand Releasing

",https://www.boxofficemojo.com/release/rl3764356609/,8000000,Drama,R,tt0119506,7.5,7528
The Peacemaker,"$79,734","2,420","$41,263,140",Sep 26,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl745047553/,50000000,Action Thriller,R,tt0119874,5.9,53284
Safe Men,"$45,724",20,"$45,724",Aug 7,"October Films

",https://www.boxofficemojo.com/release/rl124749313/,1000000,Comedy Crime,R,tt0120813,5.9,3157
