Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA
Star Trek: Insurrection,"$53,895,383","2,677","$70,187,658",Dec 11,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2842920449/,58000000,Action Adventure Sci-Fi Thriller,PG
Patch Adams,"$46,444,325","2,909","$135,026,902",Dec 25,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3597239809/,90000000,Biography Comedy Drama Romance,PG-13
Practical Magic,"$46,404,796","2,652","$46,732,881",Oct 16,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2959836673/,75000000,Comedy Drama Fantasy Romance,PG-13
Meet Joe Black,"$43,240,705","2,527","$44,619,100",Nov 13,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2086503937/,90000000,Drama Fantasy Romance,PG-13
The Siege,"$39,908,508","2,582","$40,981,289",Nov 6,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1836156417/,70000000,Action Thriller,R
Primary Colors,"$39,001,187","1,976","$39,001,187",Mar 20,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2238416385/,65000000,Comedy Drama,R
I Still Know What You Did Last Summer,"$38,889,884","2,473","$40,002,112",Nov 13,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3430123009/,65000000,Horror Mystery,R
Pleasantville,"$38,761,264","1,773","$40,584,421",Oct 23,"New Line Cinema

",https://www.boxofficemojo.com/release/rl1047234049/,60000000,Comedy Drama Fantasy,PG-13
How Stella Got Her Groove Back,"$37,672,941","1,399","$37,672,941",Aug 14,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2841150977/,20000000,Comedy Drama Romance,R
Urban Legend,"$37,506,463","2,257","$38,072,438",Sep 25,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl813270529/,14000000,Horror Mystery Thriller,R
Sphere,"$37,020,277","2,814","$37,020,277",Feb 13,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1047758337/,80000000,Action Mystery Sci-Fi Thriller,PG-13
Stepmom,"$35,435,611","2,503","$91,137,662",Dec 25,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl3849553409/,50000000,Comedy Drama,PG-13
Mousehunt,"$33,332,421","2,233","$61,917,389",Dec 19,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl2707785217/,38000000,Comedy,PG
Bride of Chucky,"$32,305,400","2,467","$32,400,658",Oct 16,"Universal Pictures

",https://www.boxofficemojo.com/release/rl407471617/,25000000,Comedy Horror,R
Grease1998 Re-release,"$28,411,018","2,064","$28,411,018",Mar 27,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2086110721/,6000000,Musical Romance,PG
Jack Frost,"$27,986,763","2,152","$34,562,556",Dec 11,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2237302273/,85000000,Comedy Drama Family Fantasy,PG
Paulie,"$26,875,268","1,812","$26,875,268",Apr 17,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl963151361/,23000000,Adventure Comedy Drama Family,PG
Scream 2,"$25,468,712","2,688","$101,363,301",Dec 12,"Dimension Films

",https://www.boxofficemojo.com/release/rl3597633025/,24000000,Horror Mystery,R
Amistad,"$23,593,109","1,019","$44,229,441",Dec 10,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl2168686081/,36000000,Biography Drama History,R
The Avengers,"$23,384,939","2,466","$23,384,939",Aug 14,"Warner Bros.

",https://www.boxofficemojo.com/release/rl927303169/,60000000,Action Adventure Sci-Fi Thriller,PG-13
Jackie Brown,"$22,101,951","1,642","$39,673,162",Dec 25,"Miramax

",https://www.boxofficemojo.com/release/rl4166682113/,12000000,Crime Drama Thriller,R
Beloved,"$21,137,134","1,571","$22,852,487",Oct 16,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2990835201/,80000000,Drama History Horror,R
Psycho,"$20,363,450","2,489","$21,485,655",Dec 4,"Universal Pictures

",https://www.boxofficemojo.com/release/rl359302657/,60000000,Horror Mystery Thriller,R
Mighty Joe Young,"$20,028,356","2,559","$50,632,037",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1969063425/,90000000,Action Adventure Family Fantasy Thriller,PG
Mafia!,"$19,889,299","1,944","$19,889,299",Jul 24,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2942338561/,10000000,Comedy Crime,PG-13
Hard Rain,"$19,870,567","2,132","$19,870,567",Jan 16,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1582728705/,70000000,Action Crime Drama Thriller,R
Vampires,"$18,475,242","1,793","$20,308,772",Oct 30,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl360285697/,20000000,Action Horror Thriller,R
The Faculty,"$18,409,135","2,365","$40,283,321",Dec 25,"Miramax

",https://www.boxofficemojo.com/release/rl2572191233/,15000000,Horror Sci-Fi,R
Babe: Pig in the City,"$15,768,180","2,387","$18,319,860",Nov 25,"Universal Pictures

",https://www.boxofficemojo.com/release/rl138774017/,90000000,Adventure Comedy Drama Family Fantasy,
Twilight,"$15,055,091","1,354","$15,055,091",Mar 6,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl41321985/,37000000,Crime Drama Mystery Thriller,R
Elizabeth,"$14,743,882",624,"$30,082,699",Nov 6,"Gramercy Pictures (I)

",https://www.boxofficemojo.com/release/rl1079084545/,30000000,Biography Drama History,R
The Wizard of Oz1998 Re-release,"$14,690,446","1,882","$14,836,984",Nov 6,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3699082753/,2777000,Adventure Family Fantasy Musical,PG
Soldier,"$14,594,226","2,507","$14,594,226",Oct 23,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1718650369/,60000000,Action Drama Sci-Fi,R
An American Werewolf in Paris,"$12,703,144","1,731","$26,570,463",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2591589889/,25000000,Comedy Fantasy Horror Thriller,R
Holy Man,"$12,069,719","2,013","$12,069,719",Oct 9,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3998844417/,60000000,Comedy Drama,PG
I'll Be Home for Christmas,"$12,025,266","1,776","$12,214,338",Nov 13,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3713631745/,30000000,Comedy Family,PG
Sliding Doors,"$11,841,544",522,"$11,841,544",Apr 24,"Miramax

",https://www.boxofficemojo.com/release/rl3278996993/,6000000,Comedy Drama Fantasy Romance,
Home Alone 3,"$11,646,438","2,261","$30,882,515",Dec 12,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3646522881/,32000000,Action Comedy Crime Family,PG
For Richer or Poorer,"$11,452,887","1,954","$31,642,995",Dec 12,"Universal Pictures

",https://www.boxofficemojo.com/release/rl980190721/,35000000,Comedy,PG-13
Mr. Magoo,"$11,392,075","1,857","$21,437,192",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2154137089/,30000000,Adventure Comedy Family,PG
The Full Monty,"$10,944,069",783,"$45,950,122",Aug 15,"Fox Searchlight Pictures

",https://www.boxofficemojo.com/release/rl72713729/,3500000,Comedy Drama,R
Fear and Loathing in Las Vegas,"$10,680,275","1,130","$10,680,275",May 22,"Universal Pictures

",https://www.boxofficemojo.com/release/rl257132033/,18500000,Adventure Comedy Drama,R
Living Out Loud,"$10,529,980","1,087","$12,905,901",Oct 30,"New Line Cinema

",https://www.boxofficemojo.com/release/rl241272321/,20000000,Comedy Drama Romance,R
Home Fries,"$10,050,162","1,925","$10,493,366",Nov 27,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3512305153/,35000000,Comedy Drama Romance,PG-13
Very Bad Things,"$9,735,745","1,260","$9,898,412",Nov 27,"PolyGram

",https://www.boxofficemojo.com/release/rl1501136385/,30000000,Comedy Crime Thriller,R
Ringmaster,"$8,610,206","1,320","$9,257,103",Nov 27,"Artisan Entertainment

",https://www.boxofficemojo.com/release/rl527205889/,20000000,Comedy,R
Firestorm,"$8,165,212","2,057","$8,165,212",Jan 9,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2387838465/,19000000,Action Thriller,R
The Postman,"$8,152,493","2,207","$17,626,234",Dec 25,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1533773313/,80000000,Action Adventure Drama Sci-Fi,R
Deconstructing Harry,"$8,108,116",445,"$10,686,841",Dec 12,"Fine Line Features

",https://www.boxofficemojo.com/release/rl3746334209/,20000000,Comedy,R
Shakespeare in Love,"$6,115,598","2,030","$100,317,794",Dec 11,"Miramax

",https://www.boxofficemojo.com/release/rl2188281345/,25000000,Comedy Drama History Romance,R
American History X,"$5,868,346",513,"$6,719,864",Oct 30,"New Line Cinema

",https://www.boxofficemojo.com/release/rl3208873473/,20000000,Drama,R
Kundun,"$5,534,582",439,"$5,684,789",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3747382785/,28000000,Biography Drama History War,PG-13
Suicide Kings,"$1,740,156",152,"$1,740,156",Apr 17,"Artisan Entertainment

",https://www.boxofficemojo.com/release/rl3027404289/,5000000,Comedy Crime Drama Mystery Thriller,R
Gods and Monsters,"$1,630,638",149,"$6,451,628",Nov 6,"Lionsgate

",https://www.boxofficemojo.com/release/rl3109324289/,10000000,Biography Drama,R
A Simple Plan,"$1,601,164",675,"$16,316,273",Dec 11,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3161556481/,30000000,Crime Drama Thriller,R
The Red Violin,"$1,145,646",261,"$10,019,109",Nov 6,"Lionsgate

",https://www.boxofficemojo.com/release/rl1299023361/,18000000,Drama Music Mystery Romance,R
Air Force One,"$1,076,392","2,981","$172,956,409",Jul 25,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl2168489473/,85000000,Action Drama Thriller,R
Lolita,"$1,071,255",1,"$1,071,255",Jul 24,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl1969325569/,62000000,Drama Romance,R
Without Limits,"$777,423",110,"$777,423",Sep 11,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3464201729/,25000000,Biography Drama Sport,PG-13
The Thin Red Line,"$644,802","1,657","$36,400,491",Dec 25,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1735689729/,52000000,Drama War,R
Wide Awake,"$452,671",43,"$282,175",Mar 20,"Miramax

",https://www.boxofficemojo.com/release/rl1518044673/,6000000,Comedy Drama Family,PG
Hurricane Streets,"$375,634",93,"$375,634",Feb 13,"United Artists

",https://www.boxofficemojo.com/release/rl3814229505/,500000,Crime Drama Romance,R
Monument Ave.,"$333,760",24,"$333,760",Sep 25,"Lionsgate

",https://www.boxofficemojo.com/release/rl1801815553/,11000000,Crime Drama Thriller,R
Hurlyburly,"$291,996",84,"$1,798,862",Dec 25,"Fine Line Features

",https://www.boxofficemojo.com/release/rl3780675073/,15000000,Comedy Drama,R
Nil by Mouth,"$266,130",18,"$266,130",Feb 6,"Sony Pictures Classics

",https://www.boxofficemojo.com/release/rl1869055489/,9000000,Drama,R
No Looking Back,"$222,099",23,"$222,099",Mar 27,"Gramercy Pictures (I)

",https://www.boxofficemojo.com/release/rl3077015041/,5000000,Comedy Drama Romance,R
Welcome to Sarajevo,"$217,561",15,"$334,319",Nov 26,"Miramax

",https://www.boxofficemojo.com/release/rl2826470913/,9000000,Drama War,R
I Married a Strange Person!,"$206,272",2,"$206,272",Aug 28,"Lionsgate

",https://www.boxofficemojo.com/release/rl1683719681/,250000,Animation Comedy Drama Fantasy Sci-Fi,R
Ayn Rand: A Sense of Life,"$205,246",4,"$205,246",Feb 13,"Strand Releasing

",https://www.boxofficemojo.com/release/rl507872769/,1000000,Biography Documentary,
A Civil Action,"$155,596","2,319","$56,709,981",Dec 25,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3444278785/,75000000,Drama,PG-13
Lawn Dogs,"$106,404",12,"$106,404",May 15,"Strand Releasing

",https://www.boxofficemojo.com/release/rl3764356609/,8000000,Drama,R
The Peacemaker,"$79,734","2,420","$41,263,140",Sep 26,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl745047553/,50000000,Action Thriller,R
Safe Men,"$45,724",20,"$45,724",Aug 7,"October Films

",https://www.boxofficemojo.com/release/rl124749313/,1000000,Comedy Crime,R
Rushmore,"$43,666",830,"$17,105,219",Dec 11,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl594511361/,9000000,Comedy Drama Romance,R
"First Love, Last Rites","$42,953",6,"$42,953",Aug 7,"Strand Releasing

",https://www.boxofficemojo.com/release/rl2203289089/,300000,Drama Romance,R
Affliction,"$26,038",335,"$6,330,054",Dec 30,"Lionsgate

",https://www.boxofficemojo.com/release/rl1296074241/,6000000,Drama Mystery Thriller,R
Savior,"$14,328",4,"$14,328",Nov 20,"Lionsgate

",https://www.boxofficemojo.com/release/rl2540668417/,10000000,Drama War,R
Playing by Heart,"$10,265",308,"$3,970,078",Jan 1,"Miramax

",https://www.boxofficemojo.com/release/rl3345516033/,20000000,Comedy Drama Romance,R
Star Wars: Episode I - The Phantom Menace,"$430,281,928","3,126","$431,088,295",May 19,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl2742257153/,115000000,Action Adventure Fantasy Sci-Fi,PG
The Sixth Sense,"$276,113,671","2,821","$293,506,292",Aug 6,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3527509505/,40000000,Drama Mystery Thriller,PG-13
Austin Powers: The Spy Who Shagged Me,"$206,041,479","3,314","$206,040,086",Jun 11,"New Line Cinema

",https://www.boxofficemojo.com/release/rl3343025665/,33000000,Action Adventure Comedy Crime,PG-13
Toy Story 2,"$199,843,054","3,257","$245,852,179",Nov 19,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1417119233/,90000000,Adventure Animation Comedy Family Fantasy,
The Matrix,"$171,479,930","2,903","$171,479,930",Mar 31,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2271446529/,63000000,Action Sci-Fi,R
Tarzan,"$170,867,780","3,131","$171,091,819",Jun 16,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2742388225/,130000000,Adventure Animation Family Romance,G
Big Daddy,"$163,479,795","3,254","$163,479,795",Jun 25,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl457672193/,34200000,Comedy Drama,PG-13
The Mummy,"$155,385,488","3,411","$155,385,488",May 7,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3546646017/,80000000,Action Adventure Fantasy,PG-13
Runaway Bride,"$152,005,535","3,240","$152,257,509",Jul 30,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3295446529/,70000000,Comedy Romance,PG
The Blair Witch Project,"$140,539,099","2,538","$140,539,099",Jul 16,"Artisan Entertainment

",https://www.boxofficemojo.com/release/rl2269611521/,60000,Horror Mystery,R
Notting Hill,"$116,089,678","2,786","$116,089,678",May 28,"Universal Pictures

",https://www.boxofficemojo.com/release/rl4016539137/,42000000,Comedy Drama Romance,PG-13
The World Is Not Enough,"$115,578,168","3,163","$126,943,684",Nov 19,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl3598419457/,135000000,Action Adventure Thriller,PG-13
Double Jeopardy,"$113,986,729","3,002","$116,741,558",Sep 24,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl105809409/,70000000,Crime Drama Mystery Thriller,R
Wild Wild West,"$113,804,681","3,342","$113,804,681",Jun 30,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3011216897/,170000000,Action Comedy Sci-Fi Western,PG-13
Analyze This,"$106,885,658","2,537","$106,885,658",Mar 5,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3947070977/,80000000,Comedy Crime,R
The General's Daughter,"$102,705,852","2,858","$102,705,852",Jun 18,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2622850561/,95000000,Crime Drama Mystery Thriller,R
American Pie,"$102,561,004","2,544","$102,561,004",Jul 9,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2588116481/,11000000,Comedy,R
Inspector Gadget,"$97,403,112","2,877","$97,403,112",Jul 23,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3311109633/,90000000,Action Adventure Comedy Crime Family Sci-Fi,PG
Shakespeare in Love,"$94,078,225","2,030","$100,317,794",Dec 11,"Miramax

",https://www.boxofficemojo.com/release/rl2188281345/,25000000,Comedy Drama History Romance,R
Sleepy Hollow,"$91,617,021","3,069","$101,071,502",Nov 19,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3480323585/,100000000,Fantasy Horror Mystery,R
The Haunting,"$91,411,151","2,881","$91,411,151",Jul 23,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl2572584449/,80000000,Fantasy Horror Mystery Thriller,PG-13
Patch Adams,"$88,582,577","2,909","$135,026,902",Dec 25,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3597239809/,90000000,Biography Comedy Drama Romance,PG-13
Entrapment,"$87,704,396","2,879","$87,704,396",Apr 30,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3696330241/,66000000,Action Crime Romance Thriller,PG-13
Pokémon: The First Movie - Mewtwo Strikes Back,"$83,963,465","3,043","$85,744,662",Nov 10,"Warner Bros.

",https://www.boxofficemojo.com/release/rl426477057/,30000000,Action Adventure Animation Family Fantasy Sci-Fi Sport,
Payback,"$81,526,121","2,855","$81,526,121",Feb 5,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl845710849/,90000000,Action Crime Drama Thriller,R
Deep Blue Sea,"$73,648,142","2,901","$73,648,142",Jul 30,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3595339265/,60000000,Action Adventure Sci-Fi Thriller,R
American Beauty,"$70,519,000","1,990","$130,096,601",Sep 15,"DreamWorks Distribution

",https://www.boxofficemojo.com/release/rl2839774721/,15000000,Drama,R
The Thomas Crown Affair,"$69,305,181","2,427","$69,305,181",Aug 6,"Metro-Goldwyn-Mayer (MGM)

",https://www.boxofficemojo.com/release/rl1165264385/,48000000,Crime Romance Thriller,R
Stuart Little,"$68,432,370","3,151","$140,035,367",Dec 17,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl1433568769/,133000000,Adventure Comedy Family Fantasy,PG
